nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Sonia,France,0,2020-01-14 00:00:00,Fabuleux ,"Accueil, aide à l'orientation, chambre propre, service très satisfaisant, bon emplacement.",Une mauvaise connexion TV. Un peu de bruit.,"9,0",Hôtel,Nantes," 8,0 "
Thierry,France,0,2020-01-10 00:00:00,Idéal pour découvrir le centre ville de Nantes.,"Le petit dèjeûner est vraiement top !
Le personnel de l'accueil est très aimable et donne les conseils pour sortir (pub, resto).
La situation est idéale.",Rien,"8,0",Hôtel,Nantes," 8,0 "
Oumi,France,0,2020-01-10 00:00:00,Fabuleux ,Tout,"Malheureusement pas de chauffage ? Mais une couverture de plus à disposition , heureusement","9,2",Hôtel,Nantes," 8,0 "
David,France,0,2020-01-09 00:00:00,Très bien,Propreté - hôtel en général.,Juste un pb de lumière principale qui ne fonctionnait pas. Eclairage avec salle de bain et lampe de bureau. 1paterne au Porte manteau cassé dans salle de bain. Ch 304.,"8,0",Hôtel,Nantes," 8,0 "
Pauline,France,0,2020-01-09 00:00:00,séjour professionel agréable dans l'ensemble,"Séjour dans le cadre d'un déplacement professionnel, la localisation proche de la gare est donc très bien. 
De plus le rapport qualité/prix est bien également. 
Le personnel de l'hôtel est très accueillant, gentil et prompt à aider.",None,"7,0",Hôtel,Nantes," 8,0 "
Eric,France,0,2020-01-07 00:00:00,Fabuleux ,"L'accueil la jeune femme très sympa.la chambre confortable,superbe salle de bain . Literie confortable et spacieuse.Prix très correct",Il manquait une grande serviette de toilette,"9,0",Hôtel,Nantes," 8,0 "
Mohammed,France,0,2020-01-05 00:00:00,Bon accueil et bon séjour .,Confortable et propre.,None,"7,0",Hôtel,Nantes," 8,0 "
Laurent,France,0,2020-01-05 00:00:00,"Bon hôtel, agréable à 2 pas du centre ville, personnel très compétent.","Personnel très compétent, accueillant.
Bonnes prestations rapport qualité prix.",La décoration de la chambre. Propre mais des couleurs chatoyantes et plus de décoration seraient une valeur ajoutée.,"8,0",Hôtel,Nantes," 8,0 "
Anne,France,0,2019-12-30 00:00:00,visite a des amis Nantais qui ne pouvaient m heberger,"surclassee dans tres grande chambre
familiale. confort lit et grande couette","temperature de la salle de bain Decembre
joint bac a douche a reparer eau s ecoulait par le bas du panneau vitre","8,0",Hôtel,Nantes," 8,0 "
Madininaexodus,France,0,2019-12-28 00:00:00,Les plus,"Petit gâteau, Thé et café offerts 
Douche très sympa. Lit confortable",La chambre paraît plus grande sur les photos,"8,3",Hôtel,Nantes," 8,0 "
Wailbenmalek,Maroc,0,2019-12-19 00:00:00,Bien ,None,"La chambre est très propre, très bien équipée, mais reste comme même trop petite (celle de 40 euros la nuit), sinon le chauffage, la TV, l'eau chaude tout est parfait, cet hotel peut être idéal que si vous êtes de passage pour 2 nuit maximum, ou si vous trouvez une chambre plus grande dans l'établissement, le seul bémol reste finalement le métrage.","7,0",Hôtel,Nantes," 8,0 "
Francesco,France,0,2019-12-18 00:00:00,Bien ,"Petit déjeuner, chambre, douche","Dans la chambre 201 : cuvette de WC ridiculement haute (plus que la norme handicapé), une fois assis les pieds sont à 10 cm du sol (je mesure 1,73 m). Pas de place pour poser ses affaires dans la salle de bains, vasque pas pratique 
Bref salle de bain conçue par quelqu’un qui ne s’est pas mis à la place de l’utilisateur","7,9",Hôtel,Nantes," 8,0 "
François,France,0,2019-12-18 00:00:00,Excellent rapport qualité/prix,"Excellent accueil. Personnel disponible, souriant et à disposition. Chambre calme et confortable. Bon petit-déjeuner.",None,"9,0",Hôtel,Nantes," 8,0 "
