nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Georgia,France,0,2018-10-31,Au top !,"Nous sommes resté une nuit dans cet hôtel et tout s'est bien passé. Un super accueil, personnel agréable, hôtel propre et bonne literie. Mise à disposition un lit bébé ! Petit déjeuner bien complet. Bon rapport qualité prix. A ne pas louper, le café saint Martin a 2 pas de l hôtel.. On y mange extrêmement bien !",Rien,10,Hôtel,Perpignan," 8,2 "
Hervé,France,0,2018-09-30,Hôtel impeccable et très bien située. Stationnement gratuit dans la rue. À recommander.,La literie.,None,10,Hôtel,Perpignan," 8,2 "
Pascale,France,0,2018-09-22,Exceptionnel,"calme, très bien rénové,sobre, literie très confortable salle de bains parfaite . Pas de chichi on se sent chez soi
Très bon petit déjeuner
Très proche du centre ville
J’y serais bien restée!!",rien,10,Hôtel,Perpignan," 8,2 "
Fiona,France,0,2018-09-18,bien situé,"bon accueil, m'a donné un plan de la ville",RAS,10,Hôtel,Perpignan," 8,2 "
Claude,France,0,2018-09-01,Agréable,Accueil chaleureux.,None,"6,7",Hôtel,Perpignan," 8,2 "
Emile,France,0,2018-08-31,A recommander,La gentillesse et l'amabilité,None,10,Hôtel,Perpignan," 8,2 "
Cathy,France,0,2018-08-21,Orrible,"Le lit était confortable, l'emplacement.","La chambre était vieille et il i avait des mauvaises odeurs, nos filles se sont refusée de se doucher dans leur salle de bain ... les photos ne ressemblent pas du tout à celle qui sont publie par booking, .....trop cher.","5,8",Hôtel,Perpignan," 8,2 "
Christophe,France,0,2018-08-20,Agréable,"Literie confortable
Chambre correcte pour une escale d'une nuit",Salle de bain d'un autre temps à rafraîchir d'urgence.,"6,7",Hôtel,Perpignan," 8,2 "
Mouny,France,0,2018-08-20,Agréable,Emplacement avec vue sur le Canigou. Balcon dans la chambre,Chambres un peu obsolètes. Petit déjeuner sans pain frais,"6,7",Hôtel,Perpignan," 8,2 "
Pereira,France,0,2018-08-13,Bon ,Literie confortable. Propreté.,Salle de bain d'un autre âge. Voisins de chambre très bruyants. mégots sur le balcon. 1 seule prise électrique dans la chambre.,"5,8",Hôtel,Perpignan," 8,2 "
Thierry,France,0,2018-08-07,Agréable,L'accueil exceptionnel et la propreté.,L'exiguité de la chambre.,"6,7",Hôtel,Perpignan," 8,2 "
Isabelle,France,0,2018-08-04,Bon ,pas grand chose pour le prix qui etais demandé,salle de bains bruit de la clim bruit exterieure le soir du mal a dormir,"5,8",Hôtel,Perpignan," 8,2 "
Nadia,France,0,2018-07-23,Juste parfait !!,"L'accueil très chaleureux, sympathique. Que du +++++",Rien tout était parfait !!,10,Hôtel,Perpignan," 8,2 "
Raoul,France,0,2018-07-22,C'est parfait,"Les literies sont propres, l'environnement de la chambre est très propre et agréable.
Salle de bain est petite avec porte pliante (petit bémol )mais très propre.",Il n'y a pas de parking.,10,Hôtel,Perpignan," 8,2 "
Fromgva,France,0,2018-07-08,Passable,Accueil et personnel agreable,None,"5,4",Hôtel,Perpignan," 8,2 "
Franck,France,0,2018-06-25,très bon séjour,Tout était frais et produits de qualité,Rien,10,Hôtel,Perpignan," 8,2 "
Renard,France,0,2018-06-10,Exceptionnel,Chambre et salle de bains refaites,Il manque une pendule dans la chambre,10,Hôtel,Perpignan," 8,2 "
Denis,France,0,2018-06-04,La situation de l'hôtel.,"Hôtel parfaitement situé et très bien équipé, personnel au top !",Rien tout était parfait !,10,Hôtel,Perpignan," 8,2 "
Anonyme,France,0,2019-09-17,Exceptionnel,L'accueil et les informations données à l'arrivée.,None,"9,6",Hôtel,Perpignan," 8,2 "
Anonyme,France,0,2019-09-05,Bien ,Le personnel super sympa.,La climatisation ne fonctionnait pas.,"7,5",Hôtel,Perpignan," 8,2 "
Anonyme,Belgique,0,2019-08-03,Fabuleux ,Très convivial personnel charmant et accueillant,None,"9,2",Hôtel,Perpignan," 8,2 "
Anonyme,France,0,2018-09-15,Agréable séjour confortable,.propre bien situé parking proche et pas cher pour la nuit accueil très gentil,Rien,"9,6",Hôtel,Perpignan," 8,2 "
Anonyme,France,0,2018-07-31,Bien ,"Accueil et personnel tres sympathique 
Clim dans la chambre 
Bonne literie","Juste une prise électrique dans une chambre de 4 personnes 
Certaines lumières ne fonctionner pas","7,1",Hôtel,Perpignan," 8,2 "
Anonyme,France,0,2020-01-15,Exceptionnel,L accueil ..la chambre .. le petit déjeuner,None,10,Hôtel,Perpignan," 8,2 "
Anonyme,Guadeloupe,0,2019-10-27,moyen,None,araignées dans la chambre et tous piqués pendant la nuit,"6,2",Hôtel,Perpignan," 8,2 "
Anonyme,France,0,2019-08-29,Agréable,Accueil sympa. Un chat du Bengale vous attend sur le canapé. Un petit déjeuner sans prétention mais efficace.,None,"6,7",Hôtel,Perpignan," 8,2 "
Anonyme,France,0,2019-08-29,Bon ,None,Prestation chambre en dessous de l attente cf photos sur le site,"5,8",Hôtel,Perpignan," 8,2 "
Anonyme,France,0,2019-04-16,Exceptionnel,"Propreté 
Gentillesse du patron",Légèrement bruillant,10,Hôtel,Perpignan," 8,2 "
Anonyme,France,0,2019-02-05,Exceptionnel,"La propreté, 
Le confort
L'accueil 
Le petit déjeuner 
Le prix",None,10,Hôtel,Perpignan," 8,2 "
Anonyme,Belgique,0,2018-07-31,Passable,None,La chambre etait tres vétuste idem pour la salle de bain avec de vueux carrelages des annees 70 et trous joins manquants. Airco bruyant.,"5,4",Hôtel,Perpignan," 8,2 "
Anonyme,Canada,0,2018-07-20,Juste correct pour un dodo.,Le personnel est sympathique et très à l’écoute.,La climatisation est médiocre. Il n’y a aucun stationnement. Il y avait une odeur de cigarette dans la chambre.,"6,2",Hôtel,Perpignan," 8,2 "
Tony,France,0,2020-01-31,Bien ,Ce client n'a pas laissé de commentaire.,None,"7,0",Hôtel,Perpignan," 8,2 "
Walperswyler,France,0,2019-11-08,Très bien,Ce client n'a pas laissé de commentaire.,None,"8,0",Hôtel,Perpignan," 8,2 "
Bruno,France,0,2019-09-28,Bien ,Ce client n'a pas laissé de commentaire.,None,"7,0",Hôtel,Perpignan," 8,2 "
Francis,France,0,2019-09-28,Bien ,Ce client n'a pas laissé de commentaire.,None,"7,5",Hôtel,Perpignan," 8,2 "
Karine,France,0,2019-09-09,Très bien,Ce client n'a pas laissé de commentaire.,None,"8,3",Hôtel,Perpignan," 8,2 "
Marie,Costa Rica,0,2019-09-07,Fabuleux ,Ce client n'a pas laissé de commentaire.,None,"9,2",Hôtel,Perpignan," 8,2 "
Jean,France,0,2019-09-02,Très bien,Ce client n'a pas laissé de commentaire.,None,"8,3",Hôtel,Perpignan," 8,2 "
Alain,France,0,2019-08-26,Bien ,Ce client n'a pas laissé de commentaire.,None,"7,9",Hôtel,Perpignan," 8,2 "
Omar,France,0,2019-08-25,Très bien,Ce client n'a pas laissé de commentaire.,None,"8,3",Hôtel,Perpignan," 8,2 "
Olivier,France,0,2019-08-22,Parfait,Ce client n'a pas laissé de commentaire.,None,"9,6",Hôtel,Perpignan," 8,2 "
Ott,France,0,2019-08-16,Exceptionnel,Ce client n'a pas laissé de commentaire.,None,"9,6",Hôtel,Perpignan," 8,2 "
Remy,France,0,2019-08-16,Superbe,Ce client n'a pas laissé de commentaire.,None,"8,8",Hôtel,Perpignan," 8,2 "
Juju,France,0,2019-08-16,Superbe,Ce client n'a pas laissé de commentaire.,None,"8,8",Hôtel,Perpignan," 8,2 "
Dechoz,France,0,2019-08-12,Bien ,Ce client n'a pas laissé de commentaire.,None,"7,5",Hôtel,Perpignan," 8,2 "
Julien,France,0,2019-08-11,Très bien,Ce client n'a pas laissé de commentaire.,None,"8,3",Hôtel,Perpignan," 8,2 "
Jean-baptiste,France,0,2019-08-06,Exceptionnel,Ce client n'a pas laissé de commentaire.,None,"9,6",Hôtel,Perpignan," 8,2 "
Franck,France,0,2019-07-24,RAS - Conforme aux attentes,Ce client n'a pas laissé de commentaire.,None,"7,5",Hôtel,Perpignan," 8,2 "
Corinne,France,0,2019-07-19,Fabuleux ,Ce client n'a pas laissé de commentaire.,None,"9,2",Hôtel,Perpignan," 8,2 "
Veronique,France,0,2019-07-17,Superbe,Ce client n'a pas laissé de commentaire.,None,"8,8",Hôtel,Perpignan," 8,2 "
Sebastien,Belgique,0,2019-07-04,Bien ,Ce client n'a pas laissé de commentaire.,None,"7,5",Hôtel,Perpignan," 8,2 "
Remy,France,0,2019-07-01,Exceptionnel,Ce client n'a pas laissé de commentaire.,None,"9,6",Hôtel,Perpignan," 8,2 "
Sebastien,France,0,2019-05-23,Bien ,Ce client n'a pas laissé de commentaire.,None,"7,9",Hôtel,Perpignan," 8,2 "
Grandka,France,0,2019-05-17,Exceptionnel,Ce client n'a pas laissé de commentaire.,None,"9,5",Hôtel,Perpignan," 8,2 "
Patrick,France,0,2019-05-06,Super. Accueil agreable.,Ce client n'a pas laissé de commentaire.,None,"9,2",Hôtel,Perpignan," 8,2 "
Agnès,France,0,2019-04-29,Fabuleux ,Ce client n'a pas laissé de commentaire.,None,"9,2",Hôtel,Perpignan," 8,2 "
