nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Jaypharrell,France,0,2018-10-24 00:00:00,Séjour agréable,"Propreté, confort","Voisins un peu bruyants, mais cela peut arriver n'importe où","8,8",Hôtel,Nice," 7,5 "
Aïa,France,0,2018-10-23 00:00:00,Agréable 🙂,Bien placé et propre,une seule prise d’électricité et salle de bain petite.,"7,5",Hôtel,Nice," 7,5 "
Emmanuel,Belgique,0,2018-10-20 00:00:00,Très bon.,Tout était,Avoir selon les avis.,"7,5",Hôtel,Nice," 7,5 "
Laurent,France,0,2018-10-04 00:00:00,Bien ,La propreté et l emplacement,Le petit déjeuner,"7,5",Hôtel,Nice," 7,5 "
Luc,Belgique,0,2018-09-25 00:00:00,Bon rapport qualité-prix.,"Emplacement central, calme. Terrasse sur le toit.","Mobilier basique, pas de frigo dans la chambre.","7,1",Hôtel,Nice," 7,5 "
Jonathan,France,0,2018-09-23 00:00:00,Bien ,Bien mais salle de bain un peux petites,None,"7,5",Hôtel,Nice," 7,5 "
Florian,France,0,2018-09-17 00:00:00,Bien ,bon lit,la douche,"7,5",Hôtel,Nice," 7,5 "
Sophia,France,0,2018-09-10 00:00:00,Bien ,"Un réceptionniste attentionné et une position centrale à proximité des lieux touristiques. 
Des commodités simples mais fonctionnels.",Une douche trop petite où il n' y a aucun rangements pour poser sa serviette ou son nécessaire de toilette,"7,5",Hôtel,Nice," 7,5 "
Livia,France,0,2018-08-12 00:00:00,Agréable,"Petit déjeuner, emplacement, accueil et service au top. Le petit plus: un ascenseur.",Propreté correct mais l’hôtel a besoin d’un rafraîchissement.,"6,2",Hôtel,Nice," 7,5 "
Cynthia,France,0,2018-08-11 00:00:00,Lit moelleux. Bon petit déjeuner. Le calme,L accueil du personnel et la gentillesse de Camel et Nathalia.,L accueil et encore l accueil,"6,7",Hôtel,Nice," 7,5 "
Viengsamay,France,0,2018-08-10 00:00:00,Très bien,La propreté de la chambre 👍🏽👋🏽,La salle de bain car je déteste les douches 😏😏,"8,3",Hôtel,Nice," 7,5 "
Nicolas,France,0,2018-08-08 00:00:00,Bien ,None,"Chambre qui aurait besoin d'un bon rafraîchissement.
Télé mal placée et non paramétrée (chaînes non organisées...)","7,1",Hôtel,Nice," 7,5 "
Alain,France,0,2018-08-07 00:00:00,Superbe,"personnel très sympathique et serviable
petit déjeuner très correct","seul bémol,les chambres ne sont pas insonorisées ,on entend la radio ou tv dans la chambre d'à coté plus le bruit dans les couloirs","8,8",Hôtel,Nice," 7,5 "
Chantalpatry,Canada,0,2018-07-24 00:00:00,Bien,Chambre excessivement petite pour quatre personnes et valises très à l’etroit,La grandeur de la chambre pour quatre personnes...trop petit,"6,7",Hôtel,Nice," 7,5 "
Victoria,France,0,2018-07-19 00:00:00,Bien ,"l'amabilité du receptionist Camel , un grand professionnel et le receptionist du 18JUL2018 matin, aussi un grand professionnel
le lit très comfortable
la chambre sans bruit","il y avait 2 servilletes sale dans la chambre
petit déjeuner médiocre, il n'y avait pas une grande variété","7,9",Hôtel,Nice," 7,5 "
Kenza,France,0,2018-07-02 00:00:00,Conseil & Critique construtive ..,"La chambre étais très propre j'ai même regarder en dessous du lit , les lit son très confortable 😊 qualités irréprochable .",a mon arrivé vers 21 h 22h . Le jeune Homme de la réception étais froid il a même étais arrogant quand je les apeller pour savoir si ma reservation avais bien etais effectuer. je peux comprendre c'est pas évident travailler en Hôtellerie m1is si on ne c'est pas gère son stresse il faux changer de metier en Hôtellerie il faux être un minimum Sociable est souriant une chose es sur je ne reviendrez plus . .,"7,1",Hôtel,Nice," 7,5 "
Sandrine,Suisse,0,2018-06-29 00:00:00,Bien ,"Jolie chambre à trois lits, grande salle de bains avec WC séparés, climatisation. Chambre donnant côté cour très calme. Le petit-déjeuner est très correct.",Manque un petit coffre-fort,"7,9",Hôtel,Nice," 7,5 "
